State,-,"$5,517,673 ","$318,022 ",5.8,,"$49,350 ",15.5,,"$106,438 ",33.5,,"$162,234 ",51
"Local, total",-,"$3,392,721 ","$249,828 ",7.4,,"$234,649 ",93.9,,"$15,179 ",6.1,,$0 ,0
Municipalities,-,"$3,070,183 ","$249,828 ",8.1,,"$234,649 ",93.9,,"$15,179 ",6.1,,$0 ,0

South Carolina,"4,198","$30,450,578 ","$1,531,630 ",5,,"$726,723 ",47.4,,"$231,689 ",15.1,,"$573,218 ",37.4
State,-,"$17,267,806 ","$644,848 ",3.7,,"$166,154 ",25.8,,"$63,144 ",9.8,,"$415,550 ",64.4
"Local, total",-,"$13,182,772 ","$886,782 ",6.7,,"$560,569 ",63.2,,"$168,545 ",19,,"$157,668 ",17.8
Counties,-,"$2,880,877 ","$570,122 ",19.8,,"$271,628 ",47.6,,"$143,260 ",25.1,,"$155,234 ",27.2
Municipalities,-,"$2,086,595 ","$316,660 ",15.2,,"$288,941 ",91.2,,"$25,285 ",8,,"$2,434 ",0.8

South Dakota,771,"$4,611,834 ","$259,975 ",5.6,,"$122,393 ",47.1,,"$56,579 ",21.8,,"$81,003 ",31.2
State,-,"$2,413,151 ","$111,362 ",4.6,,"$23,838 ",21.4,,"$36,495 ",32.8,,"$51,029 ",45.8
"Local, total",-,"$2,198,683 ","$148,613 ",6.8,,"$98,555 ",66.3,,"$20,084 ",13.5,,"$29,974 ",20.2
Counties,-,"$295,707 ","$79,900 ",27,,"$31,614 ",39.6,,"$18,702 ",23.4,,"$29,584 ",37
Municipalities,-,"$775,390 ","$68,713 ",8.9,,"$66,941 ",97.4,,"$1,382 ",2,,$390 ,0.6

Tennessee,"5,893","$41,760,286 ","$2,352,725 ",5.6,,"$1,091,724 ",46.4,,"$464,873 ",19.8,,"$796,128 ",33.8
State,-,"$16,862,912 ","$776,429 ",4.6,,"$135,719 ",17.5,,"$199,838 ",25.7,,"$440,872 ",56.8
"Local, total",-,"$24,897,374 ","$1,576,296 ",6.3,,"$956,005 ",60.6,,"$265,035 ",16.8,,"$355,256 ",22.5
Counties,-,"$9,191,258 ","$766,681 ",8.3,,"$267,238 ",34.9,,"$184,348 ",24,,"$315,095 ",41.1
Municipalities,-,"$13,872,432 ","$809,615 ",5.8,,"$688,767 ",85.1,,"$80,687 ",10,,"$40,161 ",5

Texas,"22,472","$144,879,858 ","$10,088,470 ",7,,"$4,294,294 ",42.6,,"$1,753,209 ",17.4,,"$4,040,967 ",40.1
State,-,"$60,306,102 ","$3,872,742 ",6.4,,"$459,131 ",11.9,,"$556,621 ",14.4,,"$2,856,990 ",73.8
"Local, total",-,"$84,573,756 ","$6,215,728 ",7.3,,"$3,835,163 ",61.7,,"$1,196,588 ",19.3,,"$1,183,977 ",19
Counties,-,"$12,247,071 ","$3,078,954 ",25.1,,"$1,024,957 ",33.3,,"$959,764 ",31.2,,"$1,094,233 ",35.5
Municipalities,-,"$25,038,784 ","$3,136,774 ",12.5,,"$2,810,206 ",89.6,,"$236,824 ",7.5,,"$89,744 ",2.9

Utah,"2,421","$16,706,198 ","$1,146,915 ",6.9,,"$470,295 ",41,,"$266,961 ",23.3,,"$409,659 ",35.7
State,-,"$8,681,343 ","$543,733 ",6.3,,"$111,875 ",20.6,,"$155,962 ",28.7,,"$275,896 ",50.7
"Local, total",-,"$8,024,855 ","$603,182 ",7.5,,"$358,420 ",59.4,,"$110,999 ",18.4,,"$133,763 ",22.2
Counties,-,"$1,233,990 ","$324,808 ",26.3,,"$122,330 ",37.7,,"$69,948 ",21.5,,"$132,530 ",40.8
Municipalities,-,"$2,228,062 ","$278,374 ",12.5,,"$236,090 ",84.8,,"$41,051 ",14.7,,"$1,233 ",0.4

Vermont,621,"$4,811,712 ","$257,029 ",5.3,,"$114,549 ",44.6,,"$49,277 ",19.2,,"$93,203 ",36.3
State,-,"$2,932,309 ","$200,403 ",6.8,,"$61,472 ",30.7,,"$45,729 ",22.8,,"$93,202 ",46.5
"Local, total",-,"$1,879,403 ","$56,626 ",3,,"$53,077 ",93.7,,"$3,548 ",6.3,,$1 ,0
Counties,-,"$5,427 ","$2,779 ",51.2,,"$1,351 ",48.6,,"$1,428 ",51.4,,$0 ,0
Municipalities,-,"$597,438 ","$53,847 ",9,,"$51,726 ",96.1,,"$2,120 ",3.9,,$1 ,0

Virginia,"7,481","$47,799,563 ","$3,589,852 ",7.5,,"$1,530,056 ",42.6,,"$635,494 ",17.7,,"$1,424,302 ",39.7
State,-,"$21,550,960 ","$1,477,244 ",6.9,,"$239,046 ",16.2,,"$283,540 ",19.2,,"$954,658 ",64.6
"Local, total",-,"$26,248,603 ","$2,112,608 ",8,,"$1,291,010 ",61.1,,"$351,954 ",16.7,,"$469,644 ",22.2
Counties,-,"$14,889,491 ","$1,165,038 ",7.8,,"$686,713 ",58.9,,"$218,811 ",18.8,,"$259,514 ",22.3
Municipalities,-,"$9,888,761 ","$947,570 ",9.6,,"$604,297 ",63.8,,"$133,143 ",14.1,,"$210,130 ",22.2

Washington,"6,207","$54,305,781 ","$3,035,110 ",5.6,,"$1,193,544 ",39.3,,"$596,314 ",19.6,,"$1,245,252 ",41
State,-,"$25,598,231 ","$1,049,150 ",4.1,,"$171,475 ",16.3,,"$81,370 ",7.8,,"$796,305 ",75.9
"Local, total",-,"$28,707,550 ","$1,985,960 ",6.9,,"$1,022,069 ",51.5,,"$514,944 ",25.9,,"$448,947 ",22.6
Counties,-,"$4,984,876 ","$1,192,971 ",23.9,,"$355,876 ",29.8,,"$411,817 ",34.5,,"$425,278 ",35.6
Municipalities,-,"$6,860,647 ","$792,989 ",11.6,,"$666,193 ",84,,"$103,127 ",13,,"$23,669 ",3

West Virginia,"1,813","$12,191,395 ","$578,363 ",4.7,,"$218,281 ",37.7,,"$145,943 ",25.2,,"$214,139 ",37
State,-,"$7,937,148 ","$345,491 ",4.4,,"$58,552 ",16.9,,"$104,033 ",30.1,,"$182,906 ",52.9
"Local, total",-,"$4,254,247 ","$232,872 ",5.5,,"$159,729 ",68.6,,"$41,910 ",18,,"$31,233 ",13.4
Counties,-,"$669,447 ","$129,740 ",19.4,,"$63,211 ",48.7,,"$35,639 ",27.5,,"$30,890 ",23.8
Municipalities,-,"$808,808 ","$103,132 ",12.8,,"$96,518 ",93.6,,"$6,271 ",6.1,,$343 ,0.3

Wisconsin,"5,504","$42,410,081 ","$3,060,447 ",7.2,,"$1,385,419 ",45.3,,"$522,023 ",17.1,,"$1,153,005 ",37.7
State,-,"$19,292,103 ","$1,186,415 ",6.1,,"$114,570 ",9.7,,"$249,952 ",21.1,,"$821,893 ",69.3
"Local, total",-,"$23,117,978 ","$1,874,032 ",8.1,,"$1,270,849 ",67.8,,"$272,071 ",14.5,,"$331,112 ",17.7
Counties,-,"$5,683,897 ","$952,853 ",16.8,,"$408,316 ",42.9,,"$213,713 ",22.4,,"$330,824 ",34.7
Municipalities,-,"$6,786,870 ","$921,179 ",13.6,,"$862,533 ",93.6,,"$58,358 ",6.3,,$288 ,0

Wyoming,506,"$5,080,057 ","$338,923 ",6.7,,"$138,036 ",40.7,,"$69,107 ",20.4,,"$131,780 ",38.9
State,-,"$2,392,160 ","$165,181 ",6.9,,"$30,597 ",18.5,,"$44,142 ",26.7,,"$90,442 ",54.8
"Local, total",-,"$2,687,897 ","$173,742 ",6.5,,"$107,439 ",61.8,,"$24,965 ",14.4,,"$41,338 ",23.8
Counties,-,"$594,027 ","$102,318 ",17.2,,"$41,908 ",41,,"$19,281 ",18.8,,"$41,129 ",40.2
Municipalities,-,"$558,942 ","$71,424 ",12.8,,"$65,531 ",91.7,,"$5,684 ",8,,$209 ,0.3



Notes:  Local government data are estimates subject to variability.,,,,,,,,,,,,,
"Population figures are from the Bureau of the Census, Current Population Reports, Series P-25, No. 1045, July 2004.",,,,,,,,,,,,,
"a/ Total direct expenditures include outlays of States and all types of local governments including independent school districts and special districts , which are not displayed separately. The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,,
b/ Justice system expenditure of special districts and independent school districts (primarily for special police forces) are not available.,,,,,,,,,,,,,
