Bureau of Justice Statistics,,,,,,,,,,,,,
Counties, - ,"$8,530,743 ","$1,768,229 ",20.7,,"$153,311 ",8.7,,"$684,376 ",38.7,,"$930,542 ",52.6
Municipalities, - ,"$13,901,703 ","$2,351,024 ",16.9,,"$1,723,877 ",73.3,,"$276,759 ",11.8,,"$350,388 ",14.9

Rhode Island,"1,062","$9,464,497 ","$632,786 ",6.7,,"$286,401 ",45.3,,"$151,589 ",24,,"$194,796 ",30.8
State, - ,"$5,957,355 ","$362,350 ",6.1,,"$55,151 ",15.2,,"$135,037 ",37.3,,"$172,162 ",47.5
"Local, total", - ,"$3,507,142 ","$270,436 ",7.7,,"$231,250 ",85.5,,"$16,552 ",6.1,,"$22,634 ",8.4
Municipalities, - ,"$3,301,124 ","$270,436 ",8.2,,"$231,250 ",85.5,,"$16,552 ",6.1,,"$22,634 ",8.4

South Carolina,"4,330","$33,266,776 ","$1,714,326 ",5.2,,"$854,187 ",49.8,,"$239,889 ",14,,"$620,250 ",36.2
State, - ,"$18,731,444 ","$674,685 ",3.6,,"$168,526 ",25,,"$70,042 ",10.4,,"$436,117 ",64.6
"Local, total", - ,"$14,535,332 ","$1,039,641 ",7.2,,"$685,661 ",66,,"$169,847 ",16.3,,"$184,133 ",17.7
Counties, - ,"$2,861,136 ","$679,910 ",23.8,,"$353,710 ",52,,"$142,522 ",21,,"$183,678 ",27
Municipalities, - ,"$2,493,941 ","$359,731 ",14.4,,"$331,951 ",92.3,,"$27,325 ",7.6,,$455 ,0.1

South Dakota,788,"$5,136,840 ","$333,652 ",6.5,,"$131,923 ",39.5,,"$61,155 ",18.3,,"$140,574 ",42.1
State, - ,"$2,831,381 ","$173,350 ",6.1,,"$29,438 ",17,,"$37,839 ",21.8,,"$106,073 ",61.2
"Local, total", - ,"$2,305,459 ","$160,302 ",7,,"$102,485 ",63.9,,"$23,316 ",14.5,,"$34,501 ",21.5
Counties, - ,"$340,658 ","$89,145 ",26.2,,"$33,700 ",37.8,,"$21,354 ",24,,"$34,091 ",38.2
Municipalities, - ,"$825,392 ","$71,157 ",8.6,,"$68,785 ",96.7,,"$1,962 ",2.8,,$410 ,0.6

Tennessee,"6,075","$42,689,409 ","$2,626,692 ",6.2,,"$1,210,316 ",46.1,,"$520,417 ",19.8,,"$895,959 ",34.1
State, - ,"$18,057,460 ","$865,430 ",4.8,,"$143,638 ",16.6,,"$212,727 ",24.6,,"$509,065 ",58.8
"Local, total", - ,"$24,631,949 ","$1,761,262 ",7.2,,"$1,066,678 ",60.6,,"$307,690 ",17.5,,"$386,894 ",22
Counties, - ,"$9,953,281 ","$860,167 ",8.6,,"$310,417 ",36.1,,"$216,668 ",25.2,,"$333,082 ",38.7
Municipalities, - ,"$14,009,001 ","$901,095 ",6.4,,"$756,261 ",83.9,,"$91,022 ",10.1,,"$53,812 ",6

Texas,"23,408","$154,251,369 ","$11,294,560 ",7.3,,"$4,873,517 ",43.1,,"$1,991,393 ",17.6,,"$4,429,650 ",39.2
State, - ,"$66,249,411 ","$4,220,385 ",6.4,,"$563,791 ",13.4,,"$612,927 ",14.5,,"$3,043,667 ",72.1
"Local, total", - ,"$88,001,958 ","$7,074,175 ",8,,"$4,309,726 ",60.9,,"$1,378,466 ",19.5,,"$1,385,983 ",19.6
Counties, - ,"$13,211,835 ","$3,522,174 ",26.7,,"$1,122,187 ",31.9,,"$1,102,960 ",31.3,,"$1,297,027 ",36.8
Municipalities, - ,"$27,821,943 ","$3,552,001 ",12.8,,"$3,187,539 ",89.7,,"$275,506 ",7.8,,"$88,956 ",2.5

Utah,"2,580","$17,980,055 ","$1,283,805 ",7.1,,"$544,154 ",42.4,,"$293,314 ",22.8,,"$446,337 ",34.8
State, - ,"$9,660,228 ","$610,000 ",6.3,,"$138,367 ",22.7,,"$170,533 ",28,,"$301,100 ",49.4
"Local, total", - ,"$8,319,827 ","$673,805 ",8.1,,"$405,787 ",60.2,,"$122,781 ",18.2,,"$145,237 ",21.6
Counties, - ,"$1,379,497 ","$354,682 ",25.7,,"$132,112 ",37.2,,"$77,408 ",21.8,,"$145,162 ",40.9
Municipalities, - ,"$2,561,053 ","$319,123 ",12.5,,"$273,675 ",85.8,,"$45,373 ",14.2,,$75 ,0

Vermont,621,"$5,177,732 ","$294,990 ",5.7,,"$135,961 ",46.1,,"$57,718 ",19.6,,"$101,311 ",34.3
State, - ,"$3,290,059 ","$226,603 ",6.9,,"$74,395 ",32.8,,"$50,906 ",22.5,,"$101,302 ",44.7
"Local, total", - ,"$1,887,673 ","$68,387 ",3.6,,"$61,566 ",90,,"$6,812 ",10,,$9 ,0
Counties, - ,"$6,839 ","$5,209 ",76.2,,"$1,845 ",35.4,,"$3,364 ",64.6,,$0 ,0
Municipalities, - ,"$705,973 ","$63,178 ",8.9,,"$59,721 ",94.5,,"$3,448 ",5.5,,$9 ,0

Virginia,"7,640","$53,188,683 ","$4,139,349 ",7.8,,"$1,737,094 ",42,,"$725,356 ",17.5,,"$1,676,899 ",40.5
State, - ,"$24,757,062 ","$1,698,869 ",6.9,,"$285,345 ",16.8,,"$334,423 ",19.7,,"$1,079,101 ",63.5
"Local, total", - ,"$28,431,621 ","$2,440,480 ",8.6,,"$1,451,749 ",59.5,,"$390,933 ",16,,"$597,798 ",24.5
Counties, - ,"$17,476,349 ","$1,357,897 ",7.8,,"$801,191 ",59,,"$248,052 ",18.3,,"$308,654 ",22.7
Municipalities, - ,"$11,142,447 ","$1,082,583 ",9.7,,"$650,558 ",60.1,,"$142,881 ",13.2,,"$289,144 ",26.7

Washington,"6,375","$56,473,441 ","$3,408,322 ",6,,"$1,328,499 ",39,,"$666,471 ",19.6,,"$1,413,352 ",41.5
State, - ,"$26,093,968 ","$1,247,800 ",4.8,,"$200,574 ",16.1,,"$94,248 ",7.6,,"$952,978 ",76.4
"Local, total", - ,"$30,379,473 ","$2,160,522 ",7.1,,"$1,127,925 ",52.2,,"$572,223 ",26.5,,"$460,374 ",21.3
Counties, - ,"$4,955,995 ","$1,282,560 ",25.9,,"$386,735 ",30.2,,"$462,672 ",36.1,,"$433,153 ",33.8
Municipalities, - ,"$6,987,049 ","$877,962 ",12.6,,"$741,190 ",84.4,,"$109,551 ",12.5,,"$27,221 ",3.1

West Virginia,"1,809","$12,159,853 ","$683,994 ",5.6,,"$236,901 ",34.6,,"$192,933 ",28.2,,"$254,160 ",37.2
State, - ,"$7,713,467 ","$413,631 ",5.4,,"$54,295 ",13.1,,"$145,362 ",35.1,,"$213,974 ",51.7
"Local, total", - ,"$4,446,386 ","$270,363 ",6.1,,"$182,606 ",67.5,,"$47,571 ",17.6,,"$40,186 ",14.9
Counties, - ,"$690,639 ","$160,627 ",23.3,,"$78,069 ",48.6,,"$42,632 ",26.5,,"$39,926 ",24.9
Municipalities, - ,"$960,486 ","$109,736 ",11.4,,"$104,537 ",95.3,,"$4,939 ",4.5,,$260 ,0.2

Wisconsin,"5,573","$44,056,416 ","$3,263,389 ",7.4,,"$1,434,230 ",43.9,,"$552,827 ",16.9,,"$1,276,332 ",39.1
State, - ,"$20,564,035 ","$1,232,767 ",6,,"$111,985 ",9.1,,"$269,141 ",21.8,,"$851,641 ",69.1
"Local, total", - ,"$23,492,381 ","$2,030,622 ",8.6,,"$1,322,245 ",65.1,,"$283,686 ",14,,"$424,691 ",20.9
Counties, - ,"$5,975,900 ","$1,047,352 ",17.5,,"$398,313 ",38,,"$224,571 ",21.4,,"$424,468 ",40.5
Municipalities, - ,"$7,197,055 ","$983,270 ",13.7,,"$923,932 ",94,,"$59,115 ",6,,$223 ,0

Wyoming,513,"$5,666,390 ","$429,320 ",7.6,,"$165,461 ",38.5,,"$83,697 ",19.5,,"$180,162 ",42
State, - ,"$2,710,273 ","$216,132 ",8,,"$37,263 ",17.2,,"$52,700 ",24.4,,"$126,169 ",58.4
"Local, total", - ,"$2,956,117 ","$213,188 ",7.2,,"$128,198 ",60.1,,"$30,997 ",14.5,,"$53,993 ",25.3
Counties, - ,"$820,754 ","$127,133 ",15.5,,"$49,737 ",39.1,,"$23,583 ",18.5,,"$53,813 ",42.3
Municipalities, - ,"$614,016 ","$86,055 ",14,,"$78,461 ",91.2,,"$7,414 ",8.6,,$180 ,0.2



Notes:  Local government data are estimates subject to variability.,,,,,,,,,,,,,
"Population figures are from the Bureau of the Census, Current Population Reports, Series P-25, No. 1045, July 2007.",,,,,,,,,,,,,
a/Total direct expenditures include outlays of States and all types of local governments including independent school districts,,,,,,,,,,,,,
"and special districts, which are not displayed separately.   The ""Local, total"" lines, which include these districts, will not",,,,,,,,,,,,,
"equal the sum of the ""Counties"" and ""Municipalities"" lines.",,,,,,,,,,,,,
b/Justice system expenditure of independent school districts (primarily for special police forces) are not,,,,,,,,,,,,,
available.,,,,,,,,,,,,,
