"Local, total",-,"$2,893,158 ","$202,942 ",7,,"$191,314 ",94.3,,"$11,628 ",5.7,,$0 ,0
Municipalities,-,"$2,614,946 ","$202,942 ",7.8,,"$191,314 ",94.3,,"$11,628 ",5.7,,$0 ,0
South Carolina,"4,104","$28,105,735 ","$1,504,863 ",5.4,,"$722,169 ",48,,"$212,463 ",14.1,,"$570,231 ",37.9
State,-,"$15,768,030 ","$685,601 ",4.3,,"$204,655 ",29.9,,"$57,560 ",8.4,,"$423,386 ",61.8
"Local, total",-,"$12,337,705 ","$819,262 ",6.6,,"$517,514 ",63.2,,"$154,903 ",18.9,,"$146,845 ",17.9
Counties,-,"$2,531,940 ","$527,819 ",20.8,,"$249,186 ",47.2,,"$133,079 ",25.2,,"$145,554 ",27.6
Municipalities,-,"$1,969,980 ","$291,443 ",14.8,,"$268,328 ",92.1,,"$21,824 ",7.5,,"$1,291 ",0.4
South Dakota,760,"$4,275,780 ","$242,075 ",5.7,,"$105,443 ",43.6,,"$43,312 ",17.9,,"$93,320 ",38.6
State,-,"$2,265,358 ","$112,892 ",5,,"$22,169 ",19.6,,"$23,820 ",21.1,,"$66,903 ",59.3
"Local, total",-,"$2,010,422 ","$129,183 ",6.4,,"$83,274 ",64.5,,"$19,492 ",15.1,,"$26,417 ",20.4
Counties,-,"$269,806 ","$73,324 ",27.2,,"$29,084 ",39.7,,"$18,248 ",24.9,,"$25,992 ",35.4
Municipalities,-,"$644,800 ","$55,859 ",8.7,,"$54,190 ",97,,"$1,244 ",2.2,,$425 ,0.8
Tennessee,"5,790","$36,638,052 ","$2,087,237 ",5.7,,"$976,543 ",46.8,,"$421,145 ",20.2,,"$689,549 ",33
State,-,"$15,551,112 ","$697,973 ",4.5,,"$125,377 ",18,,"$182,264 ",26.1,,"$390,332 ",55.9
"Local, total",-,"$21,086,940 ","$1,389,264 ",6.6,,"$851,166 ",61.3,,"$238,881 ",17.2,,"$299,217 ",21.5
Counties,-,"$8,322,849 ","$665,223 ",8,,"$243,911 ",36.7,,"$171,448 ",25.8,,"$249,864 ",37.6
Municipalities,-,"$11,287,661 ","$724,041 ",6.4,,"$607,255 ",83.9,,"$67,433 ",9.3,,"$49,353 ",6.8
Texas,"21,737","$129,873,711 ","$9,750,308 ",7.5,,"$3,727,574 ",38.2,,"$1,621,755 ",16.6,,"$4,400,979 ",45.1
State,-,"$53,593,562 ","$3,929,491 ",7.3,,"$389,406 ",9.9,,"$504,270 ",12.8,,"$3,035,815 ",77.3
"Local, total",-,"$76,280,149 ","$5,820,817 ",7.6,,"$3,338,168 ",57.3,,"$1,117,485 ",19.2,,"$1,365,164 ",23.5
Counties,-,"$10,725,803 ","$2,968,461 ",27.7,,"$753,955 ",25.4,,"$914,364 ",30.8,,"$1,300,142 ",43.8
Municipalities,-,"$21,883,365 ","$2,852,356 ",13,,"$2,584,213 ",90.6,,"$203,121 ",7.1,,"$65,022 ",2.3
Utah,"2,319","$15,522,935 ","$1,057,381 ",6.8,,"$440,622 ",41.7,,"$241,312 ",22.8,,"$375,447 ",35.5
State,-,"$7,936,171 ","$516,760 ",6.5,,"$103,937 ",20.1,,"$145,216 ",28.1,,"$267,607 ",51.8
"Local, total",-,"$7,586,764 ","$540,621 ",7.1,,"$336,685 ",62.3,,"$96,096 ",17.8,,"$107,840 ",19.9
Counties,-,"$1,065,788 ","$288,308 ",27.1,,"$113,113 ",39.2,,"$67,371 ",23.4,,"$107,824 ",37.4
Municipalities,-,"$2,109,052 ","$252,313 ",12,,"$223,572 ",88.6,,"$28,725 ",11.4,,$16 ,0
Vermont,616,"$4,208,223 ","$214,139 ",5.1,,"$91,960 ",42.9,,"$42,624 ",19.9,,"$79,555 ",37.2
State,-,"$2,592,652 ","$166,908 ",6.4,,"$48,332 ",29,,"$39,049 ",23.4,,"$79,527 ",47.6
"Local, total",-,"$1,615,571 ","$47,231 ",2.9,,"$43,628 ",92.4,,"$3,575 ",7.6,,$28 ,0.1
Counties,-,"$4,562 ","$2,338 ",51.2,,$766 ,32.8,,"$1,548 ",66.2,,$24 ,1
Municipalities,-,"$547,750 ","$44,893 ",8.2,,"$42,862 ",95.5,,"$2,027 ",4.5,,$4 ,0
Virginia,"7,288","$43,685,361 ","$3,354,056 ",7.7,,"$1,309,344 ",39,,"$656,261 ",19.6,,"$1,388,451 ",41.4
State,-,"$19,675,014 ","$1,540,829 ",7.8,,"$231,914 ",15.1,,"$349,779 ",22.7,,"$959,136 ",62.2
"Local, total",-,"$24,010,347 ","$1,813,227 ",7.6,,"$1,077,430 ",59.4,,"$306,482 ",16.9,,"$429,315 ",23.7
Counties,-,"$12,778,615 ","$948,822 ",7.4,,"$548,135 ",57.8,,"$178,863 ",18.9,,"$221,824 ",23.4
Municipalities,-,"$9,151,509 ","$864,405 ",9.4,,"$529,295 ",61.2,,"$127,619 ",14.8,,"$207,491 ",24
Washington,"6,067","$50,419,821 ","$2,807,823 ",5.6,,"$1,091,514 ",38.9,,"$570,347 ",20.3,,"$1,145,962 ",40.8
State,-,"$23,571,658 ","$989,156 ",4.2,,"$175,072 ",17.7,,"$79,480 ",8,,"$734,604 ",74.3
"Local, total",-,"$26,848,163 ","$1,818,667 ",6.8,,"$916,442 ",50.4,,"$490,867 ",27,,"$411,358 ",22.6
Counties,-,"$4,401,020 ","$1,094,237 ",24.9,,"$321,214 ",29.4,,"$386,936 ",35.4,,"$386,087 ",35.3
Municipalities,-,"$6,198,833 ","$724,430 ",11.7,,"$595,228 ",82.2,,"$103,931 ",14.3,,"$25,271 ",3.5
West Virginia,"1,805","$11,929,874 ","$513,269 ",4.3,,"$186,904 ",36.4,,"$124,819 ",24.3,,"$201,546 ",39.3
State,-,"$7,955,727 ","$304,811 ",3.8,,"$47,790 ",15.7,,"$86,716 ",28.4,,"$170,305 ",55.9
"Local, total",-,"$3,974,147 ","$208,458 ",5.2,,"$139,114 ",66.7,,"$38,103 ",18.3,,"$31,241 ",15
Counties,-,"$613,445 ","$119,073 ",19.4,,"$55,638 ",46.7,,"$32,749 ",27.5,,"$30,686 ",25.8
Municipalities,-,"$715,364 ","$89,385 ",12.5,,"$83,476 ",93.4,,"$5,354 ",6,,$555 ,0.6
Wisconsin,"5,440","$39,261,767 ","$2,920,922 ",7.4,,"$1,271,605 ",43.5,,"$473,407 ",16.2,,"$1,175,910 ",40.3
State,-,"$17,226,079 ","$1,206,884 ",7,,"$96,662 ",8,,"$237,459 ",19.7,,"$872,763 ",72.3
"Local, total",-,"$22,035,688 ","$1,714,038 ",7.8,,"$1,174,943 ",68.5,,"$235,948 ",13.8,,"$303,147 ",17.7
Counties,-,"$5,359,729 ","$859,451 ",16,,"$370,448 ",43.1,,"$186,148 ",21.7,,"$302,855 ",35.2
Municipalities,-,"$6,426,812 ","$854,587 ",13.3,,"$804,495 ",94.1,,"$49,800 ",5.8,,$292 ,0
Wyoming,499,"$4,337,409 ","$288,163 ",6.6,,"$121,336 ",42.1,,"$56,991 ",19.8,,"$109,836 ",38.1
State,-,"$1,973,574 ","$143,947 ",7.3,,"$25,386 ",17.6,,"$35,806 ",24.9,,"$82,755 ",57.5
"Local, total",-,"$2,363,835 ","$144,216 ",6.1,,"$95,950 ",66.5,,"$21,185 ",14.7,,"$27,081 ",18.8
Counties,-,"$513,899 ","$77,110 ",15,,"$34,716 ",45,,"$15,496 ",20.1,,"$26,898 ",34.9
Municipalities,-,"$499,214 ","$67,106 ",13.4,,"$61,234 ",91.2,,"$5,689 ",8.5,,$183 ,0.3

"Notes:  Local government data are estimates subject to variability.  Population figures are from the Bureau of the Census, Current Population Reports, Series P-25, No. 1045, July 2002."
"a/ Total direct expenditures include outlays of States and all types of local governments including independent school districts and special districts , which are not displayed separately.   The ""Local, total"" lines, which include these districts, will not equal the sum of the ""Counties"" and ""Municipalities"" lines."
b/ Justice system expenditure of special districts and independent school districts (primarily for special police forces) are not available.
