Aggravated assault,All other offenses (except traffic),Area,Arson,Burglary,Crime Index Total,Curfew and loitering law violations,Disorderly conduct,Driving under the influence,Drug abuse violations,Drunkenness,Embezzlement,Forcible rape,Forgery and counterfeiting,Fraud,Gambling,Larceny-theft,Liquor laws,Motor vehicle theft,Murder and nonnegligent manslaughter,Offenses against the family and children,Other assaults,Population,Property crime,Prostitution and commercialized vice,Robbery,Runaways,Sex offenses (except forcible rape and prostitution),State,"Stolen property; buying, receiving, possessing",Suspicion,Total all classes ,Vagrancy,Vandalism,Violent crime,"Weapons; carrying, possessing, etc.",Year
"2,318","41,421",,32,"2,064",,528,"2,323","8,892","9,953","8,118",19,143,811,"3,124",3,"6,973","1,369",274,60,234,"8,162","1,875,132","9,343",154,416,291,154,ARKANSAS,891,1,"101,694",673,"1,336","2,937",957,2007
"99,066","350,310",,"1,541","53,738",,"21,126","16,604","204,015","289,449","112,398","2,268","2,141","9,862","10,159",689,"87,455","21,108","22,458","2,022",395,"90,070","35,715,843","165,192","12,558","21,064","4,189","15,145",CALIFORNIA ,"19,752",0,"1,540,894","4,000","34,799","124,293","32,513",2007
"4,341","80,426",,308,"2,644",,"2,088","12,287","27,969","18,290",305,220,427,"1,256","2,379",8,"19,507","15,943","1,525",109,"2,745","15,089","4,358,882","23,984",668,864,"5,534",840,COLORADO ,"1,026",9,"225,099",171,"5,796","5,741","2,325",2007
"3,931","30,986",,238,"2,608",,43,"15,372","8,571","14,663",3,214,224,792,"1,441",25,"11,895","1,130",805,66,"1,318","19,129","3,243,990","15,546",479,"1,260",18,564,CONNECTICUT,450,0,"120,182",36,"2,564","5,481","1,357",2007
"2,052","6,082",,64,"1,027",,121,"2,449",229,"5,744",587,282,130,633,"2,061",2,"4,871","2,503",147,23,244,"8,491","853,712","6,109",188,652,0,167,DELAWARE,454,0,"41,350",560,"1,166","2,857",421,2007
45,"3,447",,0,1,,0,204,23,77,80,0,0,0,1,0,62,"1,477",28,1,0,196,,91,0,77,0,0,DISTRICT OF COLUMBIA    ,16,0,"5,933",135,34,123,29,2007
"37,999","529,562",,440,"28,307",,,,"58,824","169,360",,"1,450","1,793","5,077","17,277",297,"94,857","34,898","10,874",902,,"92,738","18,207,878","134,478","6,131","11,597",,"3,706",FLORIDA    ,"2,891",,"1,126,395",,"9,152","52,291","8,263",2007
"8,779","104,962",,602,"7,099",,882,"24,910","26,442","44,019","4,686",332,356,"4,634","7,317",197,"29,548","9,954","2,337",439,"3,482","27,667","5,916,753","39,586","1,171","3,176","2,520","3,724",GEORGIA,"4,067",203,"333,657",882,"3,742","12,750","5,528",2007
"1,230","27,215",,111,"1,044",,842,"2,447","11,014","5,660",435,118,114,255,490,1,"5,163","5,946",260,33,584,"6,212","1,382,317","6,578",10,74,"2,026",347,IDAHO,245,0,"73,896",13,"1,436","1,451",571,2007
"5,000","26,287",,111,"2,937",,828,"22,274","5,624","55,125",0,1,517,490,"1,318","4,194","13,895","1,672","5,129",372,435,"27,562","12,980,147","22,072","4,050","2,890",18,"1,187",ILLINOIS,81,0,"191,268",73,"5,462","8,779","3,736",2007
"5,004","57,936",,199,"3,963",,"1,136","7,908","23,463","22,753","17,567",12,278,"1,743","2,067",155,"21,803","10,839","2,056",223,"1,668","14,986","6,535,059","28,021","1,861","1,897","3,338","1,576",INDIANA,"6,374",144,"215,449",26,"2,547","7,402","1,927",2007
"3,492","29,581",,140,"2,096",,947,"6,519","13,130","8,825","11,940",99,115,688,"1,023",12,"10,638","8,468",568,15,843,"10,266","2,567,706","13,442",149,374,634,214,IOWA,253,0,"114,816",27,"3,274","3,996",486,2007
"1,826","18,501",,77,"1,033",,0,"3,565","12,080","7,089",278,170,170,446,"1,037",0,"4,639","7,066",421,53,217,"10,113","1,783,134","6,170",241,292,"1,485",283,KANSAS,310,0,"73,904",0,"1,745","2,341",767,2007
"1,005","22,664",,13,"1,628",,170,"1,453","3,490","11,883","4,023",17,39,625,777,8,"6,386","1,038",242,33,804,"3,108","850,422","8,269",766,730,122,77,KENTUCKY,876,0,"63,884",612,746,"1,807",549,2007
"6,329","47,624",,154,"5,103",,707,"16,257","8,725","22,964","3,147",329,324,868,"2,086",139,"16,555","6,391","1,143",242,"1,745","21,777","2,617,038","22,955",548,"1,119",721,"1,033",LOUISIANA,"1,575",61,"173,584",562,"3,327","8,014","2,029",2007
461,"17,864",,70,"1,306",,57,"1,882","8,097","5,721",65,57,71,350,869,2,"6,064","4,472",287,19,139,"7,160","1,314,909","7,727",42,172,104,256,MAINE,193,0,"57,731",0,"1,535",723,416,2007
"7,719","106,364",,478,"6,972",,276,"7,171","24,230","55,155",1,409,348,"1,042","2,329",454,"23,780","6,830","3,365",327,"2,255","29,922","5,562,657","34,595","1,377","4,119",696,"1,513",MARYLAND,261,720,"296,861",126,"4,351","12,513","4,271",2007
"9,615","33,257",,138,"3,707",,7,"8,019","11,746","20,626","7,378",119,305,828,"1,396",22,"12,302","5,209",995,68,"1,626","18,796","5,899,072","17,142","1,098","1,859",284,606,MASSACHUSETTS,"1,326",172,"146,284",14,"3,380","11,847","1,386",2007
"10,504","98,247",,349,"6,122",,976,"9,872","40,584","33,923",432,"1,249",598,"1,176","6,231",159,"26,640","22,237","3,464",306,"3,308","28,988","9,301,438","36,575",603,"2,692","1,348","1,094",MICHIGAN,"2,253",0,"312,777",419,"3,917","14,100","5,086",2007
"4,376","39,756",,204,"3,521",,"4,022","15,158","31,735","18,814",0,24,125,"1,994","3,482",12,"22,470","29,932","1,781",115,834,"19,537","5,078,367","27,976","1,119","1,334","4,105","1,574",MINNESOTA ,"2,045",0,"215,671",406,"4,821","5,950","2,375",2007
"1,026","24,923",,101,"1,753",,555,"6,199","7,881","10,289","4,897",674,135,698,"1,267",382,"5,892","2,496",439,83,"2,248","9,596","2,082,611","8,185",110,545,217,308,MISSISSIPPI,641,47,"85,271",69,"1,042","1,789",758,2007
"8,398","99,390",,313,"5,734",,"1,200","13,345","31,633","32,958",322,154,461,"2,248","3,919",110,"27,310","14,380","2,292",217,"3,772","30,032","5,880,958","35,649",320,"1,689","2,665","2,132",MISSOURI,"2,976",0,"297,234",204,"6,169","10,765","2,891",2007
780,"4,507",,59,240,,568,"2,431","3,264","1,566",0,28,26,59,168,0,"3,454","5,011",230,11,252,"3,775","803,145","3,983",30,47,355,66,MONTANA,22,0,"28,136",41,"1,054",864,92,2007
"1,228","18,140",,101,845,,290,"4,089","12,350","9,816",0,102,135,520,"1,743",11,"7,493","11,228",384,47,"1,507","8,136","1,506,881","8,823",182,289,312,579,NEBRASKA,830,0,"83,957",44,"2,519","1,699","1,037",2007
"3,519","59,493",,139,"2,889",,"3,572","3,255","12,538","14,444",123,544,186,"1,329","2,315",98,"10,747","9,281","1,831",151,"1,650","18,817","2,467,618","15,606","5,430","1,739","1,451","1,385",NEVADA,"1,727",34,"167,412","3,873","2,463","5,595","2,389",2007
248,"11,345",,30,333,,8,918,"4,146","2,570","4,333",22,30,139,877,24,"1,829","4,753",82,4,180,"4,337","891,903","2,274",27,76,270,138,NEW HAMPSHIRE,409,0,"38,396",21,"1,158",358,89,2007
"8,946","151,131",,372,"5,848",,"4,872","22,776","25,031","52,773",0,139,400,"1,738","3,681",182,"24,672","7,757",936,269,"14,958","26,830","8,421,399","31,828","1,706","4,065","4,642","1,606",NEW JERSEY,"4,567",0,"383,797",992,"7,457","13,680","5,451",2007
"2,829","32,312",,43,"1,001",,12,"2,737","10,006","6,805",607,163,117,278,453,1,"5,256","4,014",389,74,713,"6,856","2,391,131","6,689",348,376,488,147,NEW MEXICO,824,37,"78,484",14,856,"3,396",728,2007
"10,807","85,392",,473,"8,283",,0,"15,868","28,440","61,163",2,"1,031",715,"4,445","8,474",163,"41,506","5,262","2,707",362,"2,489","33,324","19,520,724","52,969","1,318","4,185",0,"4,344",NEW YORK ,"5,701",0,"345,251","1,133","13,408","16,069","4,256",2007
"14,238","126,607",,417,"15,261",,2,"16,454","26,928","38,343",0,"1,865",577,"2,728","22,278",159,"38,769","9,898","1,668",622,"7,258","53,785","8,998,327","56,115","1,492","4,186",500,"1,478",NORTH CAROLINA,"5,530",0,"407,663",382,"8,594","19,623","7,644",2007
239,"5,541",,25,259,,318,"1,584","4,119","1,743",713,28,38,113,863,3,"2,068","5,717",165,11,168,"1,957","562,723","2,517",6,33,722,70,NORTH DAKOTA,130,0,"27,359",4,608,321,114,2007
"3,564","63,863",,302,"6,110",,"1,791","20,922","19,155","34,740","4,887",31,562,"1,369","3,373",53,"25,564","13,600","1,399",194,"7,448","30,211","11,848,511","33,375","1,472","2,591",947,"1,027",OHIO,"3,972",65,"256,718",49,"4,506","6,911","2,951",2007
"4,370","39,578",,275,"3,066",,"2,200","3,474","18,229","22,319","25,171",637,319,977,"2,662",5,"10,810","3,295","1,010",183,"1,072","10,302","3,615,869","15,161",434,793,"3,129",781,OKLAHOMA,"2,555",0,"161,719",0,"1,553","5,665","2,520",2007
"3,389","21,371",,301,"2,869",,"2,735","7,615","17,096","18,664",0,62,294,"1,393","1,768",7,"21,006","17,928","2,049",82,621,"15,173","3,522,777","26,225",516,"1,173","2,143","1,270",OREGON,684,0,"147,335",24,"5,213","4,938","1,889",2007
"15,788","54,661",,742,"9,722",,"25,321","60,747","49,238","57,305","24,316",448,"1,094","3,356","9,376",280,"41,558","26,428","4,168",516,"1,102","45,908","12,408,646","56,190","2,301","7,211","2,152","2,772",PENNSYLVANIA,"3,355",0,"467,655",764,"12,457","24,609","4,569",2007
346,"9,891",,33,567,,30,"2,313","2,131","2,933",9,140,37,102,678,16,"1,975",749,125,9,146,"2,946","876,018","2,700",128,71,52,74,RHODE ISLAND,253,0,"26,966",0,955,463,257,2007
"8,256","40,126",,187,"5,306",,50,"14,808","11,712","30,679","10,618",559,418,"2,457","17,664",192,"18,615","11,311","1,073",302,"1,611","23,105","4,179,455","25,181",654,"1,705",535,671,SOUTH CAROLINA,"2,489",0,"213,355","1,361","4,173","10,681","2,718",2007
211,"1,266",,30,175,,254,979,"4,203","1,371",105,16,29,52,610,0,"1,244","4,572",53,8,202,"1,815","788,719","1,502",4,17,292,41,SOUTH DAKOTA,67,0,"18,014",13,301,265,84,2007
"10,044","84,595",,199,"5,880",,"1,951","11,774","27,178","38,899","21,671","1,155",368,"3,426","9,323",335,"27,773","8,754","2,501",286,"1,420","30,507","5,848,243","36,353","2,219","2,915","2,109",733,TENNESSEE,835,0,"304,793",61,"4,478","13,613","3,404",2007
"23,010","314,501",,841,"18,544",,"12,203","41,719","88,236","136,361","130,622",427,"1,947","7,843","14,401",695,"93,431","29,125","6,817",759,"4,757","99,238","21,758,415","119,633","8,552","7,593","12,568","3,878",TEXAS,642,0,"1,087,325","2,652","13,282","33,309","12,681",2007
"1,159","41,746",,146,"1,256",,"1,969","5,101","7,204","9,239","4,426",17,195,990,"1,269",3,"13,667","10,679",625,38,"2,073","9,788","2,316,297","15,694",349,406,692,865,UTAH,869,1,"120,167",212,"3,930","1,798","1,253",2007
365,"3,891",,19,356,,0,"1,070","3,662","1,632",5,40,40,121,414,0,"1,343",843,102,9,336,"1,756","608,835","1,820",2,24,6,53,VERMONT,168,0,"16,731",2,445,438,27,2007
"4,551","104,106",,364,"4,381",,"2,620","7,034","24,170","32,941","28,899","1,817",354,"2,101","8,299",113,"22,858","10,129",959,267,"1,636","36,747","7,325,924","28,562",647,"2,057","5,556","1,019",VIRGINIA,"1,015",0,"313,457",78,"4,847","7,229","3,892",2007
"4,816","69,690",,344,"5,211",,31,"5,136","37,317","28,872",0,158,770,"2,111","1,223",10,"28,673","12,918","1,845",115,725,"28,616","5,877,122","36,073",874,"1,915","1,821","1,187",WASHINGTON,"3,903",0,"248,676",46,"6,901","7,616","3,448",2007
966,"14,213",,54,622,,65,"1,222","6,327","3,928","4,684",101,32,337,"1,056",4,"3,608","1,569",214,35,62,"5,919","1,400,508","4,498",233,149,54,109,WEST VIRGINIA,281,0,"46,835",10,692,"1,182",289,2007
"5,037","126,265",,263,"4,900",,"7,671","65,824","41,308","25,746",5,249,782,"2,015","7,346",153,"33,639","43,695","2,187",217,"2,884","20,158","5,484,944","40,989",825,"1,971","4,619","3,041",WISCONSIN,"1,687",0,"421,093","3,054","10,658","8,007","4,894",2007
548,"12,879",,23,292,,437,"1,452","6,116","3,110","2,480",7,37,93,180,5,"2,230","4,370",138,13,230,"3,370","516,496","2,683",4,43,490,157,WYOMING,74,92,"39,808",21,783,641,134,2007
"3,823","81,944",,127,"4,110",,32,"4,862","14,991","16,488","11,087",153,356,"1,818","8,381",58,"19,192","6,077","1,067",315,"1,055","26,590","4,772,968","24,496",260,"2,047",359,582,ALABAMA  ,"2,295",0,"212,192",300,"2,277","6,541","1,546",2008
"1,770","15,379",,46,457,,1,836,"5,538","1,716",108,106,54,87,275,0,"3,337","1,692",268,22,320,"4,076","666,481","4,108",159,275,337,166,ALASKA,38,4,"38,294",3,879,"2,121",345,2008
"6,687","94,437",,262,"5,086",,"5,066","18,150","39,746","34,242",12,322,185,"3,207","2,352",7,"33,963","29,984","2,593",310,"3,026","25,778","6,414,715","41,904","1,602","2,044","5,223","1,773",ARIZONA,"1,285",0,"334,238","1,535","11,680","9,226","3,681",2008
"3,814","56,920",,61,"2,992",,772,"3,664","11,707","11,513","10,454",54,194,937,"3,351",24,"11,967","2,224",417,118,117,"9,701","2,403,738","15,437",316,623,523,194,ARKANSAS,"1,224",113,"138,372","1,200","1,848","4,749","1,330",2008
"98,906","358,577",,"1,487","56,409",,"17,697","15,362","214,828","268,763","121,180","2,159","2,088","9,078","10,294",615,"95,447","19,649","17,203","1,850",380,"93,284","36,555,329","170,546","13,385","22,391","4,226","14,502",CALIFORNIA ,"18,831",0,"1,547,811","4,364","33,056","125,235","31,800",2008
"4,674","77,600",,226,"2,993",,"1,844","11,573","28,198","17,851",204,250,453,"1,025","2,433",7,"20,936","15,108","1,298",155,"2,991","14,746","4,359,586","25,453",618,926,"5,056",903,COLORADO ,760,10,"221,175",211,"6,072","6,208","2,054",2008
"4,335","28,752",,118,"2,846",,48,"15,758","8,235","16,132",0,181,244,789,"1,471",37,"13,466","1,443",711,110,"1,154","20,336","3,226,747","17,141",523,"1,245",15,579,CONNECTICUT,433,0,"123,405",44,"3,001","5,934","1,399",2008
"2,059","6,068",,70,"1,102",,100,"2,229",215,"5,895",769,277,138,607,"2,077",6,"5,403","2,451",171,32,239,"8,584","873,092","6,746",132,713,0,202,DELAWARE,525,0,"42,641",916,"1,184","2,942",477,2008
35,"4,201",,0,0,,1,240,32,79,54,0,0,3,4,1,73,"2,083",31,0,0,200,,104,1,39,0,0,DISTRICT OF COLUMBIA    ,19,0,"7,297",147,21,74,33,2008
"38,218","547,648",,380,"31,468",,,,"61,852","159,916",,"1,160","1,770","5,157","17,336",464,"109,021","33,084","9,073",882,,"90,504","18,294,452","149,942","6,059","11,870",,"3,452",FLORIDA    ,"3,446",,"1,149,818",,"8,966","52,740","8,092",2008
"7,898","67,641",,190,"6,654",,867,"22,373","25,421","34,697","2,540",363,313,"3,852","6,738",319,"28,467","9,391","2,091",320,"2,638","23,411","5,995,191","37,402","1,848","2,958","1,912","3,402",GEORGIA,"3,287",183,"268,869",763,"3,397","11,489","4,935",2008
806,"24,948",,31,601,,283,771,"5,812","2,022",0,74,102,156,423,31,"3,467","1,185",424,18,47,"4,894","1,145,204","4,523",421,393,"4,361",295,HAWAII,117,0,"52,818",0,937,"1,319",199,2008
"1,212","24,484",,84,938,,735,"2,442","11,850","5,514",439,112,102,156,490,1,"5,802","6,494",185,14,622,"5,922","1,435,156","7,009",21,97,"1,539",314,IDAHO,225,0,"71,854",9,"1,426","1,425",625,2008
"4,973","24,980",,75,"2,894",,552,"17,947","4,909","45,612",0,2,452,346,330,"3,604","15,889","1,317","4,514",364,362,"26,438","12,986,566","23,372","3,616","2,922",14,965,ILLINOIS ,56,0,"172,433",11,"5,172","8,711","4,117",2008
"5,891","54,870",,217,"4,475",,730,"8,158","23,475","22,671","18,536",15,262,"1,443","1,978",38,"23,865","9,883","1,970",268,"1,790","20,268","6,658,523","30,527","1,256","1,930","3,253","1,516",INDIANA,"7,142",77,"220,709",36,"2,775","8,351","1,921",2008
"3,668","29,057",,141,"1,907",,812,"6,642","14,147","8,497","12,320",94,108,604,"1,155",13,"11,349","8,846",553,50,870,"10,399","2,765,774","13,950",129,404,548,237,IOWA,210,0,"116,614",28,"3,307","4,230",519,2008
"1,976","20,426",,83,"1,054",,0,"3,806","13,080","6,854",329,201,183,556,"1,427",9,"5,678","7,284",372,47,261,"11,483","1,895,788","7,187",227,285,"1,348",325,KANSAS,307,0,"80,352",0,"2,020","2,491",731,2008
"1,131","6,169",,62,"1,220",,8,694,"2,363","7,952","3,487",5,33,573,260,11,"5,268",97,150,55,589,"2,552","660,796","6,700",539,598,23,21,KENTUCKY,652,0,"35,973",383,467,"1,817",611,2008
"7,780","35,613",,170,"3,840",,493,"12,180","7,977","17,959","2,970",300,238,528,"1,794",83,"14,812","6,845",920,183,"1,186","15,893","2,471,978","19,742",412,"1,035",450,596,LOUISIANA,"1,328",87,"140,519",355,"2,744","9,236","1,748",2008
471,"17,541",,63,"1,352",,64,"1,886","7,270","5,778",43,51,72,311,886,4,"6,580","4,782",330,8,93,"6,849","1,314,189","8,325",26,184,102,275,MAINE,189,0,"57,060",2,"1,492",735,356,2008
"7,847","104,757",,565,"7,411",,236,"7,431","23,714","57,288",12,433,404,"1,093","2,368",283,"26,879","6,820","3,292",307,"2,220","29,510","5,574,256","38,147","1,337","4,443",637,"1,343",MARYLAND,241,591,"300,165",160,"4,215","13,001","4,328",2008
"10,022","33,868",,133,"3,725",,13,"8,337","12,941","19,825","6,021",155,310,623,"1,518",35,"13,906","4,214",707,77,"1,295","21,337","5,819,911","18,471","1,229","2,065",293,696,MASSACHUSETTS,"1,337",28,"149,582",19,"3,448","12,474","1,405",2008
"9,190","80,678",,300,"6,251",,802,"9,247","35,534","31,775",343,"1,176",578,915,"5,800",136,"25,696","20,242","2,919",142,"2,610","26,868","8,664,761","35,166",761,"2,488","1,200",962,MICHIGAN,"1,851",0,"276,904",254,"3,569","12,398","4,617",2008
"4,109","36,381",,190,"3,388",,"3,882","14,227","29,832","18,196",0,39,106,"1,605","3,481",14,"24,188","27,458","1,479",111,856,"18,243","5,074,064","29,245","1,338","1,286","3,479","1,524",MINNESOTA ,"1,692",0,"204,367",360,"4,634","5,612","2,269",2008
"1,074","34,431",,101,"2,248",,500,"7,233","11,629","11,741","6,272",715,165,883,"1,895",227,"8,275","2,269",485,135,"3,606","10,244","2,308,021","11,109",119,572,288,412,MISSISSIPPI,715,32,"108,280",75,936,"1,946","1,003",2008
"9,197","103,576",,386,"7,085",,"1,805","15,431","34,004","35,990",581,223,548,"2,515","3,638",125,"34,447","14,242","3,343",356,"4,636","36,334","5,942,829","45,261",635,"2,419","3,450","2,434",MISSOURI,"3,066",0,"332,126",250,"7,352","12,520","4,058",2008
769,"5,620",,57,360,,518,"3,032","4,240","1,620",0,32,25,64,166,0,"3,973","5,471",227,11,313,"4,071","932,625","4,617",11,47,405,64,MONTANA,33,0,"32,378",9,"1,119",852,121,2008
"1,381","17,329",,78,908,,460,"4,306","13,692","10,432",0,113,146,446,"1,691",19,"8,242","12,746",374,43,"1,539","9,072","1,634,173","9,602",212,397,415,595,NEBRASKA,830,1,"89,301",28,"2,698","1,967","1,108",2008
"4,272","56,321",,220,"3,492",,"3,189","3,156","14,445","14,886",201,523,263,"1,017","1,942",35,"12,712","10,011","1,118",146,"1,491","18,585","2,545,496","17,542","4,659","1,835","1,187","1,594",NEVADA,"1,606",17,"166,395","2,438","2,983","6,516","2,051",2008
400,"12,512",,47,437,,33,"1,200","4,571","3,266","4,168",29,69,202,924,5,"2,596","4,909",85,5,165,"5,595","1,032,522","3,165",56,150,304,152,NEW HAMPSHIRE,481,0,"43,634",45,"1,140",624,88,2008
"8,929","151,567",,397,"6,419",,"4,728","23,314","24,313","52,749",0,162,372,"1,729","4,992",158,"26,932","7,683",917,276,"15,113","26,380","8,355,142","34,665","1,453","4,371","4,049","1,527",NEW JERSEY,"4,027",0,"386,427","1,897","6,914","13,948","5,059",2008
"2,847","32,066",,102,"1,215",,64,"2,700","9,741","6,113",746,167,129,246,506,3,"7,336","3,389",350,71,931,"6,563","2,445,951","9,003",219,417,273,151,NEW MEXICO,732,32,"78,500",2,770,"3,464",619,2008
"9,111","73,803",,435,"7,893",,0,"13,505","25,169","52,945",0,203,543,"3,488","7,259",86,"38,595","4,631","1,992",273,"2,472","28,925","19,223,778","48,915",824,"3,393",0,"3,887",NEW YORK ,"4,835",0,"300,683",968,"12,069","13,320","3,379",2008
"13,390","118,692",,316,"14,459",,0,"14,976","49,599","36,571",0,"1,723",520,"2,396","19,035",138,"44,112","10,778","1,511",578,"6,534","49,545","8,612,884","60,398","1,408","4,364","1,110","1,362",NORTH CAROLINA,"5,263",0,"413,895",195,"7,886","18,852","7,434",2008
335,"5,950",,22,281,,275,"1,864","4,003","1,769",630,35,45,75,655,0,"2,497","5,582",175,3,164,"1,897","580,591","2,975",3,25,624,95,NORTH DAKOTA,139,0,"27,896",3,584,408,166,2008
"3,520","61,678",,241,"6,211",,"1,472","20,493","19,088","30,580","4,459",44,487,"1,323","3,180",76,"27,928","12,815","1,081",186,"6,705","30,596","11,866,208","35,461","1,266","2,615",870,964,OHIO,"3,622",53,"249,113",65,"4,496","6,808","2,999",2008
"4,649","39,921",,278,"3,114",,"2,227","3,401","18,980","20,548","25,426",659,316,831,"2,510",7,"13,046","3,013",591,160,977,"10,180","3,638,086","17,029",412,831,"2,715",720,OKLAHOMA,"2,261",0,"161,466",0,"1,562","5,956","2,131",2008
"3,286","21,877",,344,"2,816",,"2,006","8,214","17,015","16,723",0,54,276,986,"1,684",3,"22,590","19,287","1,452",95,611,"15,447","3,649,695","27,202",752,"1,187","2,035","1,334",OREGON,374,0,"147,653",10,"5,418","4,844","1,777",2008
"16,621","57,100",,683,"10,310",,"25,066","62,987","53,319","56,228","25,838",490,"1,167","2,977","8,634",268,"46,384","26,626","3,479",576,"1,155","47,334","12,020,349","60,856","2,498","7,412","2,079","2,779",PENNSYLVANIA,"3,077",0,"483,711","1,101","12,947","25,776","4,576",2008
547,"12,166",,47,777,,9,"3,120","2,778","3,791",12,133,58,140,758,4,"2,794",936,138,12,159,"4,104","1,050,788","3,756",216,259,80,122,RHODE ISLAND,340,0,"35,157",2,"1,264",876,391,2008
"5,400","37,843",,128,"3,552",,60,"15,768","14,742","18,224","12,850",352,289,"1,534","13,705",53,"13,725","12,648",772,198,"1,438","13,990","4,399,248","18,177",388,"1,383",614,442,SOUTH CAROLINA,"1,658",0,"177,424","1,520","2,466","7,270","1,682",2008
368,"2,270",,44,281,,167,"1,746","6,190","2,395",53,48,53,109,840,0,"2,342","5,745",115,13,342,"2,902","730,213","2,782",10,31,653,77,SOUTH DAKOTA,61,0,"27,721",133,604,465,129,2008
"10,044","93,705",,267,"6,221",,"1,927","10,759","26,322","34,686","20,522","1,147",344,"3,104","9,361",360,"30,894","8,071","2,324",304,"1,771","31,413","5,948,055","39,706","2,111","2,934","2,166",731,TENNESSEE,880,0,"309,981",80,"4,295","13,626","3,238",2008
"23,139","334,786",,732,"19,693",,"13,164","40,371","90,066","136,897","140,094",573,"2,034","7,323","13,473",500,"104,395","29,859","5,962",863,"4,939","109,003","23,376,796","130,782","8,784","8,199","13,247","4,059",TEXAS,745,0,"1,141,646","3,224","13,855","34,235","11,667",2008
"1,321","35,533",,102,"1,342",,"1,015","4,563","6,894","9,242","4,181",22,181,927,"1,031",7,"16,821","9,577",460,47,"1,667","10,515","2,376,842","18,725",463,495,625,811,UTAH,787,0,"114,017",189,"3,999","2,044","1,200",2008
356,"3,226",,19,300,,0,854,"2,647","1,137",9,42,71,88,346,0,"1,308",662,87,8,313,"1,454","609,775","1,714",6,21,2,23,VERMONT,133,0,"13,533",1,402,456,18,2008
"4,584","107,713",,306,"4,624",,"2,854","5,912","27,732","32,513","30,407","1,936",370,"2,433","8,818",58,"27,101","12,885","1,052",309,"1,643","38,256","7,543,553","33,083",558,"2,194","5,719","1,068",VIRGINIA,989,0,"331,159",111,"4,979","7,457","4,035",2008
"4,527","69,732",,276,"4,895",,48,"4,797","34,952","23,440",3,147,675,"1,567",991,1,"25,769","11,634","1,412",104,691,"26,165","5,761,193","32,352",694,"1,637","1,600",994,WASHINGTON,"2,792",0,"228,993",32,"6,539","6,943","2,879",2008
"1,066","11,571",,34,583,,69,"1,075","4,429","4,249","4,264",91,40,306,731,19,"4,263","1,217",179,31,66,"5,643","1,109,343","5,059",150,143,63,112,WEST VIRGINIA,204,0,"41,681",18,797,"1,280",268,2008
"5,164","123,248",,399,"4,664",,"7,046","64,868","40,549","25,075",0,268,710,"1,842","6,321",137,"35,698","41,928","1,664",195,"2,768","19,821","5,540,528","42,425",687,"1,981","4,103","2,750",WISCONSIN,"1,815",0,"411,968","2,795","10,475","8,050","4,997",2008
539,"11,999",,22,334,,428,"1,469","7,159","2,969","2,754",5,45,113,226,7,"2,592","4,617",125,14,267,"3,408","528,009","3,073",34,35,480,173,WYOMING,75,31,"40,979",34,889,633,136,2008
"3,485","75,466",,125,"4,031",,27,"4,093","13,924","15,180","8,868",158,325,"1,569","7,614",120,"19,080","4,854",868,292,860,"24,341","4,682,108","24,104",296,"1,657",184,550,ALABAMA  ,"1,932",0,"193,586",274,"2,034","5,759","1,379",2009
"1,763","15,579",,42,390,,16,949,"5,428","2,050",367,90,77,116,276,0,"3,236","2,391",269,22,315,"4,947","682,496","3,937",217,283,166,191,ALASKA,37,3,"40,349",0,764,"2,145",365,2009
"6,722","93,012",,228,"4,547",,"4,768","18,713","39,260","35,087",6,260,226,"2,407","2,255",3,"37,430","30,113","1,911",202,"2,998","27,565","6,505,613","44,116","1,503","2,214","4,685","1,906",ARIZONA,"1,234",0,"336,686","1,919","12,319","9,364","3,193",2009
"3,003","50,341",,76,"2,767",,747,"3,457","10,130","11,213","8,932",38,240,815,"2,736",34,"12,587","1,988",355,113,150,"10,525","2,470,159","15,785",298,632,272,176,ARKANSAS,968,0,"125,958",653,"1,554","3,988","1,158",2009
"95,937","345,823",,"1,271","55,269",,"11,539","13,569","208,831","251,740","115,611","1,557","2,044","8,128","9,542",658,"93,762","17,948","14,442","1,811",272,"91,615","36,772,788","164,744","12,904","21,577","3,522","13,831",CALIFORNIA ,"17,271",0,"1,474,004","4,167","29,528","121,369","29,835",2009
"4,795","76,023",,227,"2,792",,"1,652","10,988","27,043","16,658",229,168,421,"1,004","2,482",11,"21,589","13,169","1,218",166,"2,855","14,544","4,524,405","25,826",651,"1,088","4,227",921,COLORADO,659,10,"213,163",166,"5,571","6,470","1,836",2009
"5,023","33,772",,99,"2,938",,52,"16,146","10,178","17,757",1,224,247,819,"1,603",73,"15,351","1,507",654,118,"1,530","23,501","3,518,288","19,042",346,"1,473",3,614,CONNECTICUT,423,0,"138,703",45,"2,719","6,861","1,487",2009
"1,977","5,791",,59,"1,215",,188,"2,048",230,"5,752",674,237,105,599,"1,914",15,"6,044","2,302",130,31,229,"8,597","884,338","7,448",67,716,0,173,DELAWARE,422,0,"42,366","1,258","1,183","2,829",410,2009
44,"5,328",,0,0,,3,286,49,121,81,0,0,2,2,2,121,"1,713",22,0,0,278,,143,0,96,0,0,DISTRICT OF COLUMBIA,12,0,"8,416",167,50,140,39,2009
"36,474","478,848",,390,"29,681",,,,"53,004","146,056",,957,"1,642","4,220","15,129",356,"108,081","37,715","6,859",779,,"91,706","18,514,171","145,011","5,296","10,964",,"3,300",FLORIDA,"3,227",,"1,049,817",,"8,225","49,859","6,908",2009
